lon,lat,log_ppt_2025_standardized
-108.29583333400252,48.6125000000525,-1.1138304
-105.76250000077052,48.245833333400505,0.6374712
-105.99583333409451,46.3125000001445,1.6484315
-108.12916666734252,47.4458333334325,-0.16416568
-107.66250000069452,48.2125000000685,-0.6155712
-107.49583333403451,47.8458333334165,-0.5913498
-111.7958333338625,44.6125000002125,0.57736003
-104.19583333416652,48.3125000000645,0.53373975
-107.0291666673865,47.479166666764506,0.16518465
-108.19583333400652,47.9791666667445,-0.45463172
-113.16250000047452,48.7125000000485,0.5976821
-108.16250000067453,45.0791666668605,0.7900126
-106.29583333408252,48.9791666667045,-0.121307135
-111.92916666719051,48.1458333334045,0.47014466
-110.4958333339145,48.245833333400505,-0.17733224
-110.76250000057053,46.3791666668085,0.5655345
-107.79583333402252,47.9791666667445,-0.41091895
-105.69583333410652,46.179166666816506,1.6494056
-104.59583333415053,46.3791666668085,1.4526027
-108.9625000006425,47.7791666667525,-0.85658437
-111.49583333387451,45.7791666668325,0.52087194
-113.42916666713052,46.2458333334805,1.4222947
-106.82916666739452,45.645833333504505,1.660167
-112.59583333383053,47.1125000001125,0.72062594
-110.62916666724252,46.079166666820505,0.58078384
-113.12916666714251,48.4791666667245,0.4830503
-114.12916666710252,46.4791666668045,1.114681
-109.92916666727052,48.8458333333765,-0.7691768
-110.36250000058652,47.912500000080506,-0.89454925
-110.09583333393051,46.8791666667885,0.25738984
-109.59583333395052,47.379166666768505,-0.17797002
-108.06250000067853,46.6791666667965,0.852598
-115.42916666705052,47.7125000000885,0.8101929
-114.79583333374252,47.379166666768505,1.0080143
-105.26250000079052,45.1791666668565,1.9728694
-112.52916666716652,44.6125000002125,0.9424492
-115.8958333336985,48.8458333333765,0.7926606
-108.0958333340105,45.645833333504505,1.2611473
-105.7291666674385,45.212500000188506,1.5116237
-105.39583333411852,46.3458333334765,1.5496243
-109.59583333395052,48.9125000000405,0.0033262265
-104.16250000083453,45.31250000018451,1.6193638
-112.02916666718652,45.0791666668605,1.108846
-112.79583333382251,48.0125000000765,0.5133426
-109.59583333395052,46.179166666816506,0.47207913
-104.12916666750252,48.1791666667365,0.7284984
-111.3625000005465,46.4458333334725,0.4500438
-111.89583333385852,48.5791666667205,0.50455904
-105.89583333409853,47.4125000001005,0.740516
-106.39583333407852,46.5458333334685,1.4306368
-110.16250000059452,46.7458333334605,0.22177498
-104.46250000082252,46.4791666668045,1.4300101
-111.16250000055452,46.512500000136505,0.4467197
-104.89583333413852,45.6791666668365,1.7883867
-106.56250000073852,45.212500000188506,1.4867
-107.76250000069052,45.3791666668485,1.4623362
-113.19583333380652,45.0125000001965,0.99640644
-111.76250000053052,45.3791666668485,1.0835791
-104.19583333416652,48.8125000000445,0.3712313
-112.72916666715852,46.7458333334605,0.9812848
-112.4291666671705,46.3125000001445,0.9499855
-115.76250000037052,48.779166666712506,0.7266327
-114.22777777820968,45.55277777795267,0.8403493
-115.52916666704652,49.000000000037005,0.76643765
-104.82916666747452,45.4125000001805,1.707886
-110.76250000057053,48.8458333333765,-0.6611202
-111.19583333388653,44.6125000002125,1.306303
-109.69583333394652,48.3125000000645,-1.1971706
-106.06250000075852,48.679166666716505,0.24067555
-106.86250000072653,46.5458333334685,1.6138511
-112.99583333381452,46.1458333334845,0.96267945
-111.39583333387851,47.4458333334325,0.29848033
-104.49583333415453,47.6791666667565,0.8995849
-105.42916666745052,47.0791666667805,1.5498383
-114.66250000041452,46.8791666667885,0.6805593
-105.59583333411052,46.6458333334645,1.4514644
-109.29583333396252,47.2791666667725,-0.026046151
-109.8291666672745,45.0791666668605,0.93744564
-110.02916666726652,48.6125000000525,-0.89682657
-111.59583333387052,46.1458333334845,0.3517028
-111.1291666672225,46.3791666668085,0.4424649
-113.59583333379052,47.7458333334205,0.77768326
-113.79583333378253,48.5458333333885,0.50771767
-105.22916666745851,46.2791666668125,1.543786
-107.79583333402252,48.8458333333765,-1.484633
-109.6291666672825,47.6791666667565,-0.37368825
-114.69583333374652,47.9791666667445,1.098713
-112.59583333383053,46.3458333334765,0.90660334
-106.06250000075852,47.045833333448506,1.3835198
-110.4958333339145,45.7125000001685,0.8685386
-110.09583333393051,45.0791666668605,1.5617809
-108.42916666733052,47.4458333334325,-0.39375898
-108.79583333398251,48.679166666716505,-1.9225912
-106.52916666740651,47.8458333334165,0.2574689
-107.76250000069052,46.9791666667845,0.39122933
-106.29583333408252,46.1125000001525,1.6229941
